,index,Date,Year,Country,Activity,Sex,Age,Fatal (Y/N),Time,Age2
0,2,Jun,2018,USA,Surfing,M,48,N,Jun,48
1,53,Dec,2017,USA,Surfing,F,54,N,Dec,54
2,54,Dec,2017,USA,Surfing,F,35,N,Dec,35
3,61,Nov,2017,USA,Surfing,F,14,N,Nov,14
4,74,Oct,2017,USA,Surfing,M,54,N,Oct,54
5,77,Sep,2017,USA,Surfing,M,0,N,Sep,17
6,79,Sep,2017,USA,Surfing,M,33,UNKNOWN,Sep,33
7,80,Sep,2017,USA,Surfing,M,0,N,Sep,17
8,81,Sep,2017,USA,Surfing,M,0,N,Sep,17
9,83,Sep,2017,USA,Surfing,M,28,N,Sep,28
10,87,Sep,2017,USA,Surfing,M,18,N,Sep,18
11,95,Sep,2017,USA,Surfing,M,17,N,Sep,17
12,118,Jul,2017,USA,Surfing,M,0,N,Jul,17
13,127,Jun,2017,USA,Surfing,M,0,N,Jun,17
14,135,Jun,2017,USA,Surfing,M,19,N,Jun,19
15,145,May,2017,USA,Surfing,F,18,UNKNOWN,May,18
16,148,Apr,2017,USA,Surfing,F,33,N,Apr,33
17,156,Apr,2017,USA,Surfing,M,28,N,Apr,28
18,157,Apr,2017,USA,Surfing,M,17,N,Apr,17
19,158,Apr,2017,USA,Surfing,F,0,N,Apr,17
20,160,Apr,2017,USA,Surfing,F,35,N,Apr,35
21,167,Mar,2017,USA,Surfing,M,58,N,Mar,58
22,190,Dec,2016,USA,Surfing,M,16,N,Dec,16
23,195,Dec,2016,USA,Surfing,M,19,UNKNOWN,Dec,19
24,200,Oct,2016,USA,Surfing,M,41,N,Oct,41
25,201,Oct,2016,USA,Surfing,M,42,N,Oct,42
26,203,Oct,2016,USA,Surfing,M,36,N,Oct,36
27,208,Oct,2016,USA,Surfing,M,29,N,Oct,29
28,209,Oct,2016,USA,Surfing,M,21,N,Oct,21
29,212,Sep,2016,USA,Surfing,M,16,N,Sep,16
30,213,Sep,2016,USA,Surfing,M,36,N,Sep,36
31,214,Sep,2016,USA,Surfing,M,43,N,Sep,43
32,215,Sep,2016,USA,Surfing,M,43,N,Sep,43
33,227,Aug,2016,USA,Surfing,M,25,N,Aug,25
34,228,Aug,2016,USA,Surfing,M,37,N,Aug,37
35,233,Aug,2016,USA,Surfing,M,22,N,Aug,22
36,244,Jul,2016,USA,Surfing,F,9,N,Jul,9
37,256,Jun,2016,USA,Surfing,M,11,N,Jun,11
38,261,Jun,2016,USA,Surfing,M,0,N,Jun,17
39,265,Jun,2016,USA,Surfing,M,27,UNKNOWN,Jun,27
40,282,Apr,2016,USA,Surfing,M,15,N,Apr,15
41,297,Mar,2016,USA,Surfing,UNKNOWN,0,UNKNOWN,Mar,17
42,312,Jan,2016,USA,Surfing,M,0,N,Jan,17
43,313,Jan,2016,USA,Surfing,F,15,N,Jan,15
44,330,Nov,2015,USA,Surfing,M,0,N,Nov,17
45,332,Nov,2015,USA,Surfing,M,28,N,Nov,28
46,334,Nov,2015,USA,Surfing,F,9,UNKNOWN,Nov,9
47,341,Oct,2015,USA,Surfing,M,21,N,Oct,21
48,342,Oct,2015,USA,Surfing,M,21,N,Oct,21
49,344,Oct,2015,USA,Surfing,M,32,UNKNOWN,Oct,32
50,348,Oct,2015,USA,Surfing,M,25,N,Oct,25
51,353,Oct,2015,USA,Surfing,M,14,N,Oct,14
52,354,Sep,2015,USA,Surfing,M,22,N,Sep,22
53,357,Sep,2015,USA,Surfing,M,14,N,Sep,14
54,363,Sep,2015,USA,Surfing,M,20,N,Sep,20
55,371,Aug,2015,USA,Surfing,F,54,N,Aug,54
56,372,Aug,2015,USA,Surfing,M,21,N,Aug,21
57,375,Aug,2015,USA,Surfing,M,15,N,Aug,15
58,383,Jul,2015,USA,Surfing,M,25,N,Jul,25
59,390,Jul,2015,USA,Surfing,M,38,N,Jul,38
60,423,UNKNOWN,2015,USA,Surfing,M,18,N,UNKNOWN,18
61,467,Dec,2014,USA,Surfing,M,50,N,Dec,50
62,476,Nov,2014,USA,Surfing,M,44,N,Nov,44
63,479,Nov,2014,USA,Surfing,M,18,N,Nov,18
64,480,Oct,2014,USA,Surfing,F,34,N,Oct,34
65,485,Oct,2014,USA,Surfing,M,0,N,Oct,17
66,490,Oct,2014,USA,Surfing,M,29,N,Oct,29
67,492,Oct,2014,USA,Surfing,M,15,N,Oct,15
68,495,Oct,2014,USA,Surfing,M,28,N,Oct,28
69,497,Sep,2014,USA,Surfing,M,0,N,Sep,17
70,499,Sep,2014,USA,Surfing,M,0,UNKNOWN,Sep,17
71,506,Aug,2014,USA,Surfing,M,17,N,Aug,17
72,510,Aug,2014,USA,Surfing,M,29,N,Aug,29
73,522,Aug,2014,USA,Surfing,M,50,N,Aug,50
74,534,Jul,2014,USA,Surfing,M,14,N,Jul,14
75,536,Jul,2014,USA,Surfing,M,0,N,Jul,17
76,557,May,2014,USA,Surfing,M,12,N,May,12
77,561,May,2014,USA,Surfing,M,23,N,May,23
78,567,Apr,2014,USA,Surfing,M,0,N,Apr,17
79,568,Apr,2014,USA,Surfing,M,0,N,Apr,17
80,573,Mar,2014,USA,Surfing,M,9,N,Mar,9
81,579,Mar,2014,USA,Surfing,M,21,N,Mar,21
82,594,Dec,2013,USA,Surfing,M,30,N,Dec,30
83,600,Nov,2013,USA,Surfing,M,25,N,Nov,25
84,604,Nov,2013,USA,Surfing,M,0,N,Nov,17
85,611,Oct,2013,USA,Surfing,M,25,N,Oct,25
86,615,Oct,2013,USA,Surfing,M,45,N,Oct,45
87,617,Sep,2013,USA,Surfing,M,50,N,Sep,50
88,621,Sep,2013,USA,Surfing,M,0,N,Sep,17
89,623,Sep,2013,USA,Surfing,F,13,N,Sep,13
90,625,Sep,2013,USA,Surfing,M,43,N,Sep,43
91,637,Aug,2013,USA,Surfing,M,16,N,Aug,16
92,638,Aug,2013,USA,Surfing,F,0,N,Aug,17
93,641,Aug,2013,USA,Surfing,M,10,N,Aug,10
94,648,Jul,2013,USA,Surfing,M,18,N,Jul,18
95,667,Jun,2013,USA,Surfing,F,0,N,Jun,17
96,676,May,2013,USA,Surfing,M,42,UNKNOWN,May,42
97,678,May,2013,USA,Surfing,M,16,N,May,16
98,684,Apr,2013,USA,Surfing,M,21,N,Apr,21
99,689,Apr,2013,USA,Surfing,M,58,N,Apr,58
100,701,Feb,2013,USA,Surfing,UNKNOWN,0,N,Feb,17
101,702,Feb,2013,USA,Surfing,M,0,N,Feb,17
102,703,Feb,2013,USA,Surfing,M,16,N,Feb,16
103,709,Jan,2013,USA,Surfing,M,43,N,Jan,43
104,717,Dec,2012,USA,Surfing,M,60,N,Dec,60
105,723,Nov,2012,USA,Surfing,M,14,N,Nov,14
106,725,Nov,2012,USA,Surfing,M,43,N,Nov,43
107,726,Oct,2012,USA,Surfing,M,25,N,Oct,25
108,728,Oct,2012,USA,Surfing,M,39,Y,Oct,39
109,730,Oct,2012,USA,Surfing,M,24,N,Oct,24
110,736,Sep,2012,USA,Surfing,M,21,N,Sep,21
111,737,Sep,2012,USA,Surfing,M,22,N,Sep,22
112,738,Sep,2012,USA,Surfing,M,52,N,Sep,52
113,740,Sep,2012,USA,Surfing,UNKNOWN,19,N,Sep,19
114,741,Sep,2012,USA,Surfing,M,25,N,Sep,25
115,743,Sep,2012,USA,Surfing,M,30,N,Sep,30
116,744,Sep,2012,USA,Surfing,M,37,N,Sep,37
117,745,Sep,2012,USA,Surfing,M,32,N,Sep,32
118,757,Jul,2012,USA,Surfing,M,17,N,Jul,17
119,759,Jul,2012,USA,Surfing,M,44,N,Jul,44
120,773,Jun,2012,USA,Surfing,M,26,N,Jun,26
121,788,Jun,2012,USA,Surfing,F,12,N,Jun,12
122,792,May,2012,USA,Surfing,M,22,N,May,22
123,798,Apr,2012,USA,Surfing,M,28,N,Apr,28
124,801,Apr,2012,USA,Surfing,M,28,N,Apr,28
125,804,Mar,2012,USA,Surfing,M,21,N,Mar,21
126,807,Mar,2012,USA,Surfing,M,61,N,Mar,61
127,808,Mar,2012,USA,Surfing,F,15,N,Mar,15
128,809,Mar,2012,USA,Surfing,M,17,N,Mar,17
129,826,Jan,2012,USA,Surfing,M,53,N,Jan,53
130,832,Dec,2011,USA,Surfing,M,27,N,Dec,27
131,838,Dec,2011,USA,Surfing,F,0,N,Dec,17
132,847,Oct,2011,USA,Surfing,M,27,N,Oct,27
133,851,Oct,2011,USA,Surfing,M,41,N,Oct,41
134,853,Oct,2011,USA,Surfing,M,0,N,Oct,17
135,854,Oct,2011,USA,Surfing,M,0,N,Oct,17
136,859,Sep,2011,USA,Surfing,M,27,UNKNOWN,Sep,27
137,867,Sep,2011,USA,Surfing,M,25,N,Sep,25
138,868,Sep,2011,USA,Surfing,M,37,N,Sep,37
139,870,Sep,2011,USA,Surfing,UNKNOWN,0,N,Sep,17
140,872,Sep,2011,USA,Surfing,M,19,N,Sep,19
141,873,Aug,2011,USA,Surfing,M,19,N,Aug,19
142,877,Aug,2011,USA,Surfing,M,21,N,Aug,21
143,906,Jun,2011,USA,Surfing,M,0,N,Jun,17
144,919,May,2011,USA,Surfing,F,0,N,May,17
145,924,May,2011,USA,Surfing,M,37,N,May,37
146,959,Dec,2010,USA,Surfing,M,46,N,Dec,46
147,974,Oct,2010,USA,Surfing,M,0,N,Oct,17
148,984,Sep,2010,USA,Surfing,M,29,N,Sep,29
149,985,Sep,2010,USA,Surfing,M,18,N,Sep,18
150,990,Sep,2010,USA,Surfing,M,0,N,Sep,17
151,991,Sep,2010,USA,Surfing,M,24,N,Sep,24
152,992,Sep,2010,USA,Surfing,M,24,N,Sep,24
153,1001,Aug,2010,USA,Surfing,M,25,N,Aug,25
154,1007,Jul,2010,USA,Surfing,M,20,N,Jul,20
155,1010,Jul,2010,USA,Surfing,M,55,N,Jul,55
156,1016,Jul,2010,USA,Surfing,M,19,N,Jul,19
157,1018,Jun,2010,USA,Surfing,M,20,N,Jun,20
158,1024,Jun,2010,USA,Surfing,M,20,N,Jun,20
159,1032,Apr,2010,USA,Surfing,M,68,N,Apr,68
160,1069,Nov,2009,USA,Surfing,M,49,UNKNOWN,Nov,49
161,1072,Nov,2009,USA,Surfing,M,22,N,Nov,22
162,1073,Nov,2009,USA,Surfing,F,27,N,Nov,27
163,1074,Nov,2009,USA,Surfing,M,18,N,Nov,18
164,1076,Nov,2009,USA,Surfing,M,21,N,Nov,21
165,1080,Oct,2009,USA,Surfing,M,0,N,Oct,17
166,1081,Oct,2009,USA,Surfing,M,54,N,Oct,54
167,1085,Oct,2009,USA,Surfing,M,0,N,Oct,17
168,1095,Aug,2009,USA,Surfing,M,0,N,Aug,17
169,1100,Aug,2009,USA,Surfing,M,0,N,Aug,17
170,1117,Jun,2009,USA,Surfing,M,26,UNKNOWN,Jun,26
171,1125,May,2009,USA,Surfing,M,31,N,May,31
172,1126,May,2009,USA,Surfing,M,49,N,May,49
173,1127,May,2009,USA,Surfing,M,55,N,May,55
174,1131,Apr,2009,USA,Surfing,M,0,N,Apr,17
175,1132,Apr,2009,USA,Surfing,M,20,N,Apr,20
176,1134,Apr,2009,USA,Surfing,M,52,N,Apr,52
177,1135,Apr,2009,USA,Surfing,M,31,N,Apr,31
178,1146,Mar,2009,USA,Surfing,F,17,N,Mar,17
179,1200,Sep,2008,USA,Surfing,M,44,N,Sep,44
180,1201,Sep,2008,USA,Surfing,M,40,N,Sep,40
181,1204,Sep,2008,USA,Surfing,M,40,N,Sep,40
182,1205,Sep,2008,USA,Surfing,M,0,N,Sep,17
183,1207,Sep,2008,USA,Surfing,M,43,N,Sep,43
184,1208,Sep,2008,USA,Surfing,M,15,N,Sep,15
185,1209,Sep,2008,USA,Surfing,M,52,N,Sep,52
186,1210,Sep,2008,USA,Surfing,M,0,N,Sep,17
187,1214,Aug,2008,USA,Surfing,M,19,N,Aug,19
188,1215,Aug,2008,USA,Surfing,M,26,N,Aug,26
189,1217,Aug,2008,USA,Surfing,F,20,UNKNOWN,Aug,20
190,1228,Jul,2008,USA,Surfing,M,17,N,Jul,17
191,1232,Jul,2008,USA,Surfing,M,15,N,Jul,15
192,1236,Jul,2008,USA,Surfing,M,24,N,Jul,24
193,1244,Jun,2008,USA,Surfing,M,29,N,Jun,29
194,1254,May,2008,USA,Surfing,M,9,N,May,9
195,1264,Apr,2008,USA,Surfing,M,18,N,Apr,18
196,1265,Apr,2008,USA,Surfing,M,24,N,Apr,24
197,1267,Apr,2008,USA,Surfing,M,21,N,Apr,21
198,1269,Apr,2008,USA,Surfing,M,14,N,Apr,14
199,1274,Apr,2008,USA,Surfing,M,30,N,Apr,30
200,1277,Apr,2008,USA,Surfing,UNKNOWN,0,N,Apr,17
201,1281,Mar,2008,USA,Surfing,M,52,N,Mar,52
202,1286,Mar,2008,USA,Surfing,M,27,N,Mar,27
203,1289,Feb,2008,USA,Surfing,M,25,N,Feb,25
204,1297,Jan,2008,USA,Surfing,M,20,N,Jan,20
205,1305,Dec,2007,USA,Surfing,M,52,N,Dec,52
206,1311,Nov,2007,USA,Surfing,M,21,N,Nov,21
207,1312,Nov,2007,USA,Surfing,M,42,N,Nov,42
208,1318,Oct,2007,USA,Surfing,M,22,N,Oct,22
209,1319,Oct,2007,USA,Surfing,M,16,N,Oct,16
210,1320,Sep,2007,USA,Surfing,M,0,N,Sep,17
211,1324,Sep,2007,USA,Surfing,F,0,N,Sep,17
212,1327,Sep,2007,USA,Surfing,F,0,N,Sep,17
213,1328,Sep,2007,USA,Surfing,M,23,N,Sep,23
214,1331,Sep,2007,USA,Surfing,F,0,N,Sep,17
215,1339,Aug,2007,USA,Surfing,M,24,N,Aug,24
216,1340,Aug,2007,USA,Surfing,M,54,N,Aug,54
217,1341,Aug,2007,USA,Surfing,M,27,N,Aug,27
218,1345,Aug,2007,USA,Surfing,M,16,N,Aug,16
219,1353,Jul,2007,USA,Surfing,M,51,N,Jul,51
220,1354,Jul,2007,USA,Surfing,M,20,N,Jul,20
221,1364,Jul,2007,USA,Surfing,M,18,N,Jul,18
222,1369,Jun,2007,USA,Surfing,M,20,N,Jun,20
223,1370,Jun,2007,USA,Surfing,M,0,N,Jun,17
224,1371,Jun,2007,USA,Surfing,F,9,UNKNOWN,Jun,9
225,1379,May,2007,USA,Surfing,F,21,N,May,21
226,1388,Apr,2007,USA,Surfing,M,24,N,Apr,24
227,1392,Mar,2007,USA,Surfing,M,27,N,Mar,27
228,1395,Mar,2007,USA,Surfing,M,11,N,Mar,11
229,1399,Mar,2007,USA,Surfing,M,29,N,Mar,29
230,1410,Jan,2007,USA,Surfing,M,54,UNKNOWN,Jan,54
231,1411,Jan,2007,USA,Surfing,M,24,N,Jan,24
232,1414,Dec,2006,USA,Surfing,M,43,N,Dec,43
233,1420,Oct,2006,USA,Surfing,M,22,N,Oct,22
234,1422,Oct,2006,USA,Surfing,M,20,N,Oct,20
235,1423,Oct,2006,USA,Surfing,M,0,N,Oct,17
236,1428,Sep,2006,USA,Surfing,M,19,N,Sep,19
237,1430,Sep,2006,USA,Surfing,M,16,N,Sep,16
238,1432,Sep,2006,USA,Surfing,M,52,N,Sep,52
239,1438,Aug,2006,USA,Surfing,M,23,N,Aug,23
240,1450,Jul,2006,USA,Surfing,M,41,N,Jul,41
241,1452,Jul,2006,USA,Surfing,M,15,N,Jul,15
242,1454,Jul,2006,USA,Surfing,M,14,N,Jul,14
243,1470,Jun,2006,USA,Surfing,F,22,N,Jun,22
244,1473,Jun,2006,USA,Surfing,M,24,N,Jun,24
245,1478,May,2006,USA,Surfing,M,31,N,May,31
246,1486,Apr,2006,USA,Surfing,M,54,N,Apr,54
247,1494,Mar,2006,USA,Surfing,F,28,N,Mar,28
248,1513,Jan,2006,USA,Surfing,M,21,N,Jan,21
249,1515,Dec,2005,USA,Surfing,M,30,N,Dec,30
250,1520,Nov,2005,USA,Surfing,M,0,N,Nov,17
251,1521,Nov,2005,USA,Surfing,M,23,N,Nov,23
252,1526,Nov,2005,USA,Surfing,M,30,N,Nov,30
253,1527,Nov,2005,USA,Surfing,M,17,N,Nov,17
254,1530,Nov,2005,USA,Surfing,M,18,N,Nov,18
255,1531,Nov,2005,USA,Surfing,M,25,N,Nov,25
256,1532,Nov,2005,USA,Surfing,M,26,N,Nov,26
257,1536,Oct,2005,USA,Surfing,M,36,N,Oct,36
258,1537,Oct,2005,USA,Surfing,F,20,N,Oct,20
259,1539,Oct,2005,USA,Surfing,M,22,N,Oct,22
260,1547,Sep,2005,USA,Surfing,M,0,UNKNOWN,Sep,17
261,1549,Sep,2005,USA,Surfing,M,18,Y,Sep,18
262,1556,Aug,2005,USA,Surfing,M,37,N,Aug,37
263,1561,Aug,2005,USA,Surfing,M,16,N,Aug,16
264,1565,Jul,2005,USA,Surfing,M,61,N,Jul,61
265,1566,Jul,2005,USA,Surfing,M,25,UNKNOWN,Jul,25
266,1581,Jun,2005,USA,Surfing,M,17,UNKNOWN,Jun,17
267,1591,May,2005,USA,Surfing,M,47,N,May,47
268,1597,Apr,2005,USA,Surfing,M,52,UNKNOWN,Apr,52
269,1598,Apr,2005,USA,Surfing,M,37,N,Apr,37
270,1611,Feb,2005,USA,Surfing,M,0,N,Feb,17
271,1624,Nov,2004,USA,Surfing,UNKNOWN,38,N,Nov,38
272,1631,Oct,2004,USA,Surfing,M,0,N,Oct,17
273,1635,Oct,2004,USA,Surfing,M,16,N,Oct,16
274,1636,Oct,2004,USA,Surfing,M,40,N,Oct,40
275,1638,Sep,2004,USA,Surfing,M,26,N,Sep,26
276,1644,Aug,2004,USA,Surfing,M,0,N,Aug,17
277,1649,Jul,2004,USA,Surfing,F,20,N,Jul,20
278,1651,Jul,2004,USA,Surfing,F,28,N,Jul,28
279,1660,Jun,2004,USA,Surfing,M,45,N,Jun,45
280,1668,May,2004,USA,Surfing,M,44,N,May,44
281,1680,Apr,2004,USA,Surfing,M,57,Y,Apr,57
282,1682,Apr,2004,USA,Surfing,F,22,UNKNOWN,Apr,22
283,1684,Mar,2004,USA,Surfing,M,20,N,Mar,20
284,1686,Mar,2004,USA,Surfing,M,0,N,Mar,17
285,1691,Mar,2004,USA,Surfing,M,51,N,Mar,51
286,1718,Nov,2003,USA,Surfing,F,35,N,Nov,35
287,1720,Nov,2003,USA,Surfing,M,24,N,Nov,24
288,1725,Oct,2003,USA,Surfing,M,18,N,Oct,18
289,1727,Oct,2003,USA,Surfing,F,13,N,Oct,13
290,1728,Oct,2003,USA,Surfing,M,46,N,Oct,46
291,1730,Oct,2003,USA,Surfing,M,19,N,Oct,19
292,1732,Oct,2003,USA,Surfing,F,0,N,Oct,17
293,1733,Oct,2003,USA,Surfing,M,18,N,Oct,18
294,1734,Oct,2003,USA,Surfing,M,30,N,Oct,30
295,1738,Sep,2003,USA,Surfing,M,16,N,Sep,16
296,1739,Sep,2003,USA,Surfing,M,21,N,Sep,21
297,1740,Sep,2003,USA,Surfing,M,19,N,Sep,19
298,1741,Sep,2003,USA,Surfing,M,17,N,Sep,17
299,1742,Sep,2003,USA,Surfing,M,30,N,Sep,30
300,1754,Jul,2003,USA,Surfing,M,18,N,Jul,18
301,1758,Jul,2003,USA,Surfing,M,21,N,Jul,21
302,1763,Jun,2003,USA,Surfing,M,17,N,Jun,17
303,1764,Jun,2003,USA,Surfing,M,15,N,Jun,15
304,1770,Jun,2003,USA,Surfing,UNKNOWN,15,N,Jun,15
305,1772,May,2003,USA,Surfing,M,18,N,May,18
306,1775,May,2003,USA,Surfing,M,34,N,May,34
307,1782,Apr,2003,USA,Surfing,M,36,N,Apr,36
308,1783,Apr,2003,USA,Surfing,M,17,N,Apr,17
309,1784,Apr,2003,USA,Surfing,M,30,N,Apr,30
310,1785,Apr,2003,USA,Surfing,M,23,N,Apr,23
311,1786,Apr,2003,USA,Surfing,M,18,N,Apr,18
312,1788,Apr,2003,USA,Surfing,M,12,N,Apr,12
313,1791,Apr,2003,USA,Surfing,M,0,N,Apr,17
314,1792,Apr,2003,USA,Surfing,M,50,N,Apr,50
315,1812,Nov,2002,USA,Surfing,M,21,N,Nov,21
316,1817,Oct,2002,USA,Surfing,M,21,N,Oct,21
317,1818,Oct,2002,USA,Surfing,M,14,N,Oct,14
318,1819,Oct,2002,USA,Surfing,M,35,N,Oct,35
319,1820,Oct,2002,USA,Surfing,M,18,N,Oct,18
320,1821,Sep,2002,USA,Surfing,M,47,N,Sep,47
321,1822,Sep,2002,USA,Surfing,M,32,N,Sep,32
322,1827,Sep,2002,USA,Surfing,M,35,N,Sep,35
323,1833,Aug,2002,USA,Surfing,M,16,N,Aug,16
324,1835,Aug,2002,USA,Surfing,M,27,N,Aug,27
325,1836,Aug,2002,USA,Surfing,M,15,N,Aug,15
326,1840,Jul,2002,USA,Surfing,M,13,N,Jul,13
327,1842,Jul,2002,USA,Surfing,M,19,N,Jul,19
328,1852,Jun,2002,USA,Surfing,M,28,N,Jun,28
329,1853,Jun,2002,USA,Surfing,M,50,N,Jun,50
330,1856,May,2002,USA,Surfing,M,24,N,May,24
331,1868,Apr,2002,USA,Surfing,M,28,N,Apr,28
332,1878,Mar,2002,USA,Surfing,M,31,N,Mar,31
333,1892,Nov,2001,USA,Surfing,UNKNOWN,0,N,Nov,17
334,1899,Sep,2001,USA,Surfing,M,14,N,Sep,14
335,1902,Sep,2001,USA,Surfing,M,16,N,Sep,16
336,1916,Aug,2001,USA,Surfing,M,17,N,Aug,17
337,1917,Aug,2001,USA,Surfing,M,27,N,Aug,27
338,1918,Aug,2001,USA,Surfing,M,32,N,Aug,32
339,1919,Aug,2001,USA,Surfing,F,17,N,Aug,17
340,1920,Aug,2001,USA,Surfing,F,17,N,Aug,17
341,1921,Aug,2001,USA,Surfing,M,20,N,Aug,20
342,1922,Aug,2001,USA,Surfing,M,19,N,Aug,19
343,1923,Aug,2001,USA,Surfing,M,19,N,Aug,19
344,1933,Jul,2001,USA,Surfing,M,48,N,Jul,48
345,1950,May,2001,USA,Surfing,M,45,N,May,45
346,1953,Apr,2001,USA,Surfing,M,16,N,Apr,16
347,1954,Apr,2001,USA,Surfing,M,12,N,Apr,12
348,1956,Apr,2001,USA,Surfing,M,38,N,Apr,38
349,1957,Apr,2001,USA,Surfing,M,21,N,Apr,21
350,1959,Apr,2001,USA,Surfing,M,22,N,Apr,22
351,1960,Apr,2001,USA,Surfing,M,19,N,Apr,19
352,1961,Apr,2001,USA,Surfing,M,22,N,Apr,22
353,1962,Apr,2001,USA,Surfing,M,0,N,Apr,17
354,1963,Apr,2001,USA,Surfing,UNKNOWN,16,N,Apr,16
355,1970,Mar,2001,USA,Surfing,M,0,N,Mar,17
356,1980,Jan,2001,USA,Surfing,M,0,N,Jan,17
357,1994,Nov,2000,USA,Surfing,M,27,N,Nov,27
358,1996,Oct,2000,USA,Surfing,M,23,N,Oct,23
359,1999,Oct,2000,USA,Surfing,M,17,N,Oct,17
360,2000,Oct,2000,USA,Surfing,M,23,N,Oct,23
361,2002,Oct,2000,USA,Surfing,M,24,N,Oct,24
362,2010,Sep,2000,USA,Surfing,F,26,N,Sep,26
363,2030,Jul,2000,USA,Surfing,M,16,N,Jul,16
364,2031,Jul,2000,USA,Surfing,M,14,N,Jul,14
365,2049,Jun,2000,USA,Surfing,M,17,N,Jun,17
366,2063,Mar,2000,USA,Surfing,M,37,N,Mar,37
367,2085,Dec,1999,USA,Surfing,M,35,N,Dec,35
368,2086,Nov,1999,USA,Surfing,M,19,N,Nov,19
369,2095,Oct,1999,USA,Surfing,M,0,N,Oct,17
370,2102,Sep,1999,USA,Surfing,M,13,N,Sep,13
371,2105,Aug,1999,USA,Surfing,M,28,N,Aug,28
372,2106,Aug,1999,USA,Surfing,M,0,N,Aug,17
373,2108,Aug,1999,USA,Surfing,M,17,N,Aug,17
374,2114,Jul,1999,USA,Surfing,M,43,N,Jul,43
375,2120,Jun,1999,USA,Surfing,M,21,N,Jun,21
376,2127,Apr,1999,USA,Surfing,M,14,N,Apr,14
377,2137,Feb,1999,USA,Surfing,M,25,N,Feb,25
378,2145,Dec,1998,USA,Surfing,M,19,N,Dec,19
379,2151,Nov,1998,USA,Surfing,M,14,N,Nov,14
380,2153,Nov,1998,USA,Surfing,M,32,N,Nov,32
381,2158,Oct,1998,USA,Surfing,M,0,N,Oct,17
382,2162,Sep,1998,USA,Surfing,M,6,N,Sep,6
383,2163,Sep,1998,USA,Surfing,M,18,N,Sep,18
384,2165,Sep,1998,USA,Surfing,M,28,N,Sep,28
385,2167,Aug,1998,USA,Surfing,M,26,N,Aug,26
386,2177,Jul,1998,USA,Surfing,M,13,N,Jul,13
387,2183,Jun,1998,USA,Surfing,M,18,N,Jun,18
388,2188,May,1998,USA,Surfing,M,40,N,May,40
389,2219,Oct,1997,USA,Surfing,M,23,N,Oct,23
390,2220,Oct,1997,USA,Surfing,M,12,N,Oct,12
391,2224,Sep,1997,USA,Surfing,M,12,N,Sep,12
392,2225,Sep,1997,USA,Surfing,UNKNOWN,17,N,Sep,17
393,2226,Sep,1997,USA,Surfing,M,20,N,Sep,20
394,2227,Aug,1997,USA,Surfing,M,18,N,Aug,18
395,2236,Aug,1997,USA,Surfing,M,0,N,Aug,17
396,2249,Jun,1997,USA,Surfing,M,18,N,Jun,18
397,2253,May,1997,USA,Surfing,M,34,N,May,34
398,2254,May,1997,USA,Surfing,M,12,N,May,12
399,2271,Nov,1996,USA,Surfing,M,45,N,Nov,45
400,2272,Nov,1996,USA,Surfing,M,26,N,Nov,26
401,2276,Oct,1996,USA,Surfing,M,22,N,Oct,22
402,2277,Oct,1996,USA,Surfing,M,21,N,Oct,21
403,2278,Oct,1996,USA,Surfing,M,31,N,Oct,31
404,2304,May,1996,USA,Surfing,M,22,N,May,22
405,2306,May,1996,USA,Surfing,M,27,N,May,27
406,2327,UNKNOWN,1996,USA,Surfing,M,0,N,UNKNOWN,17
407,2334,Oct,1995,USA,Surfing,M,17,N,Oct,17
408,2336,Oct,1995,USA,Surfing,M,39,N,Oct,39
409,2337,Sep,1995,USA,Surfing,M,14,N,Sep,14
410,2338,Sep,1995,USA,Surfing,M,17,N,Sep,17
411,2340,Sep,1995,USA,Surfing,M,19,N,Sep,19
412,2347,Aug,1995,USA,Surfing,M,19,N,Aug,19
413,2350,Aug,1995,USA,Surfing,M,16,N,Aug,16
414,2351,Aug,1995,USA,Surfing,M,18,N,Aug,18
415,2354,Aug,1995,USA,Surfing,M,19,N,Aug,19
416,2359,Aug,1995,USA,Surfing,M,20,N,Aug,20
417,2364,Jul,1995,USA,Surfing,M,0,N,Jul,17
418,2365,Jul,1995,USA,Surfing,M,0,N,Jul,17
419,2366,Jul,1995,USA,Surfing,M,18,N,Jul,18
420,2373,Jul,1995,USA,Surfing,M,34,N,Jul,34
421,2379,Jun,1995,USA,Surfing,M,0,N,Jun,17
422,2386,May,1995,USA,Surfing,M,15,N,May,15
423,2415,Nov,1994,USA,Surfing,UNKNOWN,0,N,Nov,17
424,2419,Oct,1994,USA,Surfing,M,16,N,Oct,16
425,2421,Sep,1994,USA,Surfing,M,43,N,Sep,43
426,2431,Jul,1994,USA,Surfing,M,15,N,Jul,15
427,2433,May,1994,USA,Surfing,M,24,N,May,24
428,2434,May,1994,USA,Surfing,M,28,N,May,28
429,2438,May,1994,USA,Surfing,M,22,N,May,22
430,2449,Feb,1994,USA,Surfing,M,23,N,Feb,23
431,2454,Jan,1994,USA,Surfing,M,0,Y,Jan,17
432,2460,UNKNOWN,1994,USA,Surfing,M,0,N,UNKNOWN,17
433,2461,Dec,1993,USA,Surfing,M,0,Y,Dec,17
434,2466,Oct,1993,USA,Surfing,M,26,N,Oct,26
435,2469,Oct,1993,USA,Surfing,UNKNOWN,0,N,Oct,17
436,2478,Aug,1993,USA,Surfing,UNKNOWN,13,N,Aug,13
